"Date","Description","Transaction Type","Amount","Category","Payment Method","Merchant","Balance"					
"2024-04-07","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","18337.09"
"2024-04-07","Home Supplies","Debit","-50.00","Home & Garden","Debit Card","Store S","18287.09"
"2024-04-08","Lunch Meeting","Debit","-25.00","Food & Drink","Debit Card","Café U","18262.09"
"2024-04-08","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","18162.09"
"2024-04-09","Parking Fee","Debit","-20.00","Transportation","Debit Card","Parking Garage P","18142.09"
"2024-04-09","Gas Station","Debit","-40.00","Transportation","Debit Card","Gas Station D","18102.09"
"2024-04-09","Lunch with Friends","Debit","-20.00","Food & Drink","Credit Card","Restaurant E","18082.09"
"2024-04-10","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","19282.09"
"2024-04-10","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","19206.59"
"2024-04-10","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","19161.59"
"2024-04-11","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","19071.59"
"2024-04-11","Online Subscription","Debit","-15.99","Entertainment","Debit Card","Streaming Service Y","19055.60"
"2024-04-11","Pet Supplies","Debit","-30.00","Pets","Debit Card","Pet Store T","19025.60"
"2024-04-12","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","18925.60"
"2024-04-12","Coffee Shop","Debit","-5.00","Food & Drink","Debit Card","Coffee House B","18920.60"
"2024-04-12","Gas Refill","Debit","-35.75","Transportation","Debit Card","Gas Station D","18884.85"
"2024-04-13","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","18859.85"
"2024-04-13","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","19359.85"
"2024-04-13","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","19319.85"
"2024-04-14","Final Expenses","Debit","-15.00","Miscellaneous","Debit Card","Various","19304.85"
"2024-04-14","Grocery Store","Debit","-60.00","Groceries","Debit Card","Supermarket A","19244.85"
"2024-04-15","Book Purchase","Debit","-25.00","Education","Debit Card","Bookstore H","19219.85"
"2024-04-15","Birthday Gift","Debit","-100.00","Shopping","Credit Card","Gift Shop Q","19119.85"
"2024-04-16","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","20319.85"
"2024-04-16","Grocery Store","Debit","-80.00","Groceries","Debit Card","Supermarket A","20239.85"
"2024-04-16","Coffee Shop","Debit","-5.25","Food & Drink","Debit Card","Coffee House B","20234.60"
"2024-04-16","Gas Station","Debit","-38.20","Transportation","Debit Card","Gas Station D","20196.40"
"2024-04-16","Lunch with Colleagues","Debit","-30.00","Food & Drink","Credit Card","Restaurant E","20166.40"
"2024-04-16","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","20066.40"
"2024-04-17","Dinner Out","Debit","-65.00","Food & Drink","Credit Card","Restaurant I","20001.40"
"2024-04-17","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","19911.40"
"2024-04-17","Online Course","Debit","-150.00","Education","Debit Card","Online Platform V","19761.40"
"2024-04-18","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","20161.40"
"2024-04-18","Gas Refill","Debit","-45.30","Transportation","Debit Card","Gas Station D","20116.10"
"2024-04-18","Lunch","Debit","-15.50","Food & Drink","Debit Card","Café M","20099.60"
"2024-04-19","Internet Bill","Debit","-60.00","Bills","Auto Payment","ISP N","20039.60"
"2024-04-19","Gift for Friend","Debit","-35.00","Shopping","Credit Card","Gift Shop Q","20004.60"
"2024-04-19","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","19964.60"
"2024-04-20","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","21164.60"
"2024-04-20","Grocery Shopping","Debit","-80.00","Groceries","Debit Card","Supermarket A","21084.60"
"2024-04-20","Dinner Out","Debit","-50.00","Food & Drink","Credit Card","Restaurant I","21034.60"
"2024-04-21","Concert Tickets","Debit","-120.00","Entertainment","Debit Card","Venue X","20914.60"
"2024-04-21","Pet Grooming","Debit","-50.00","Pets","Debit Card","Groomer Z","20864.60"
"2024-04-21","Coffee Shop","Debit","-4.50","Food & Drink","Debit Card","Coffee House B","20860.10"
"2024-04-21","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","20770.10"
"2024-04-22","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","21170.10"
"2024-04-22","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","21130.10"
"2024-04-22","Home Supplies","Debit","-50.00","Home & Garden","Debit Card","Store S","21080.10"
"2024-04-23","Lunch Meeting","Debit","-25.00","Food & Drink","Debit Card","Café U","21055.10"
"2024-04-23","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","20955.10"
"2024-04-23","Parking Fee","Debit","-20.00","Transportation","Debit Card","Parking Garage P","20935.10"
"2024-04-24","Gas Station","Debit","-40.00","Transportation","Debit Card","Gas Station D","20895.10"
"2024-04-24","Lunch with Friends","Debit","-20.00","Food & Drink","Credit Card","Restaurant E","20875.10"
"2024-04-25","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","22075.10"
"2024-04-25","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","22000.60"
"2024-04-25","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","21955.60"
"2024-04-26","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","21865.60"
"2024-04-26","Online Subscription","Debit","-15.99","Entertainment","Debit Card","Streaming Service Y","21849.61"
"2024-04-26","Pet Supplies","Debit","-30.00","Pets","Debit Card","Pet Store T","21819.61"
"2024-04-27","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","21719.61"
"2024-04-27","Coffee Shop","Debit","-5.00","Food & Drink","Debit Card","Coffee House B","21714.61"
"2024-04-27","Gas Refill","Debit","-35.75","Transportation","Debit Card","Gas Station D","21678.86"
"2024-04-28","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","21653.86"
"2024-04-28","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","22153.86"
"2024-04-28","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","22113.86"
"2024-04-29","Final Expenses","Debit","-15.00","Miscellaneous","Debit Card","Various","22098.86"
"2024-04-29","Grocery Store","Debit","-60.00","Groceries","Debit Card","Supermarket A","22038.86"
"2024-04-30","Book Purchase","Debit","-25.00","Education","Debit Card","Bookstore H","22013.86"
"2024-04-30","Birthday Gift","Debit","-100.00","Shopping","Credit Card","Gift Shop Q","21913.86"
"2024-05-01","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","23113.86"
"2024-05-01","Grocery Store","Debit","-80.00","Groceries","Debit Card","Supermarket A","23033.86"
"2024-05-01","Coffee Shop","Debit","-5.25","Food & Drink","Debit Card","Coffee House B","23028.61"
"2024-05-01","Gas Station","Debit","-38.20","Transportation","Debit Card","Gas Station D","22990.41"
"2024-05-01","Lunch with Colleagues","Debit","-30.00","Food & Drink","Credit Card","Restaurant E","22960.41"
"2024-05-01","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","22860.41"
"2024-05-02","Dinner Out","Debit","-65.00","Food & Drink","Credit Card","Restaurant I","22805.41"
"2024-05-02","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","22715.41"
"2024-05-02","Online Course","Debit","-150.00","Education","Debit Card","Online Platform V","22565.41"
"2024-05-03","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","22965.41"
"2024-05-03","Gas Refill","Debit","-45.30","Transportation","Debit Card","Gas Station D","22920.11"
"2024-05-03","Lunch","Debit","-15.50","Food & Drink","Debit Card","Café M","22904.61"
"2024-05-04","Internet Bill","Debit","-60.00","Bills","Auto Payment","ISP N","22844.61"
"2024-05-04","Gift for Friend","Debit","-35.00","Shopping","Credit Card","Gift Shop Q","22809.61"
"2024-05-04","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","22769.61"
"2024-05-05","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","23969.61"
"2024-05-05","Grocery Shopping","Debit","-80.00","Groceries","Debit Card","Supermarket A","23889.61"
"2024-05-05","Dinner Out","Debit","-50.00","Food & Drink","Credit Card","Restaurant I","23839.61"
"2024-05-06","Concert Tickets","Debit","-120.00","Entertainment","Debit Card","Venue X","23719.61"
"2024-05-06","Pet Grooming","Debit","-50.00","Pets","Debit Card","Groomer Z","23669.61"
"2024-05-06","Coffee Shop","Debit","-4.50","Food & Drink","Debit Card","Coffee House B","23665.11"
"2024-05-06","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","23575.11"
"2024-05-07","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","23975.11"
"2024-05-07","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","23935.11"
"2024-05-07","Home Supplies","Debit","-50.00","Home & Garden","Debit Card","Store S","23885.11"
"2024-05-08","Lunch Meeting","Debit","-25.00","Food & Drink","Debit Card","Café U","23860.11"
"2024-05-08","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","23760.11"
"2024-05-08","Parking Fee","Debit","-20.00","Transportation","Debit Card","Parking Garage P","23740.11"
"2024-05-09","Gas Station","Debit","-40.00","Transportation","Debit Card","Gas Station D","23700.11"
"2024-05-09","Lunch with Friends","Debit","-20.00","Food & Drink","Credit Card","Restaurant E","23680.11"
"2024-05-10","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","24880.11"
"2024-05-10","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","24804.61"
"2024-05-10","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","24759.61"
"2024-05-11","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","24669.61"
"2024-05-11","Online Subscription","Debit","-15.99","Entertainment","Debit Card","Streaming Service Y","24653.62"
"2024-05-11","Pet Supplies","Debit","-30.00","Pets","Debit Card","Pet Store T","24623.62"
"2024-05-12","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","24523.62"
"2024-05-12","Coffee Shop","Debit","-5.00","Food & Drink","Debit Card","Coffee House B","24518.62"
"2024-05-12","Gas Refill","Debit","-35.75","Transportation","Debit Card","Gas Station D","24482.87"
"2024-05-13","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","24457.87"
"2024-05-13","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","24957.87"
"2024-05-13","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","24917.87"
"2024-05-14","Final Expenses","Debit","-15.00","Miscellaneous","Debit Card","Various","24902.87"
"2024-05-14","Grocery Store","Debit","-60.00","Groceries","Debit Card","Supermarket A","24842.87"
"2024-05-15","Book Purchase","Debit","-25.00","Education","Debit Card","Bookstore H","24817.87"
"2024-05-15","Birthday Gift","Debit","-100.00","Shopping","Credit Card","Gift Shop Q","24717.87"
"2024-05-16","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","25917.87"
"2024-05-16","Grocery Store","Debit","-80.00","Groceries","Debit Card","Supermarket A","25837.87"
"2024-05-16","Coffee Shop","Debit","-5.25","Food & Drink","Debit Card","Coffee House B","25832.62"
"2024-05-16","Gas Station","Debit","-38.20","Transportation","Debit Card","Gas Station D","25794.42"
"2024-05-16","Lunch with Colleagues","Debit","-30.00","Food & Drink","Credit Card","Restaurant E","25764.42"
"2024-05-16","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","25664.42"
"2024-05-17","Dinner Out","Debit","-65.00","Food & Drink","Credit Card","Restaurant I","25600.42"
"2024-05-17","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","25510.42"
"2024-05-17","Online Course","Debit","-150.00","Education","Debit Card","Online Platform V","25360.42"
"2024-05-18","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","25760.42"
"2024-05-18","Gas Refill","Debit","-45.30","Transportation","Debit Card","Gas Station D","25715.12"
"2024-05-18","Lunch","Debit","-15.50","Food & Drink","Debit Card","Café M","25699.62"
"2024-05-19","Internet Bill","Debit","-60.00","Bills","Auto Payment","ISP N","25639.62"
"2024-05-19","Gift for Friend","Debit","-35.00","Shopping","Credit Card","Gift Shop Q","25604.62"
"2024-05-19","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","25564.62"
"2024-05-20","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","26764.62"
"2024-05-20","Grocery Shopping","Debit","-80.00","Groceries","Debit Card","Supermarket A","26684.62"
"2024-05-20","Dinner Out","Debit","-50.00","Food & Drink","Credit Card","Restaurant I","26634.62"
"2024-05-21","Concert Tickets","Debit","-120.00","Entertainment","Debit Card","Venue X","26514.62"
"2024-05-21","Pet Grooming","Debit","-50.00","Pets","Debit Card","Groomer Z","26464.62"
"2024-05-21","Coffee Shop","Debit","-4.50","Food & Drink","Debit Card","Coffee House B","26460.12"
"2024-05-21","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","26370.12"
"2024-05-22","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","26770.12"
"2024-05-22","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","26730.12"
"2024-05-22","Home Supplies","Debit","-50.00","Home & Garden","Debit Card","Store S","26680.12"
"2024-05-23","Lunch Meeting","Debit","-25.00","Food & Drink","Debit Card","Café U","26655.12"
"2024-05-23","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","26555.12"
"2024-05-23","Parking Fee","Debit","-20.00","Transportation","Debit Card","Parking Garage P","26535.12"
"2024-05-24","Gas Station","Debit","-40.00","Transportation","Debit Card","Gas Station D","26495.12"
"2024-05-24","Lunch with Friends","Debit","-20.00","Food & Drink","Credit Card","Restaurant E","26475.12"
"2024-05-25","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","27675.12"
"2024-05-25","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","27600.62"
"2024-05-25","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","27555.62"
"2024-05-26","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","27465.62"
"2024-05-26","Online Subscription","Debit","-15.99","Entertainment","Debit Card","Streaming Service Y","27449.63"
"2024-05-26","Pet Supplies","Debit","-30.00","Pets","Debit Card","Pet Store T","27419.63"
"2024-05-27","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","27319.63"
"2024-05-27","Coffee Shop","Debit","-5.00","Food & Drink","Debit Card","Coffee House B","27314.63"
"2024-05-27","Gas Refill","Debit","-35.75","Transportation","Debit Card","Gas Station D","27278.88"
"2024-05-28","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","27253.88"
"2024-05-28","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","27753.88"
"2024-05-28","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","27713.88"
"2024-05-29","Final Expenses","Debit","-15.00","Miscellaneous","Debit Card","Various","27698.88"
"2024-05-29","Grocery Store","Debit","-60.00","Groceries","Debit Card","Supermarket A","27638.88"
"2024-05-30","Book Purchase","Debit","-25.00","Education","Debit Card","Bookstore H","27613.88"
"2024-05-31","Birthday Gift","Debit","-100.00","Shopping","Credit Card","Gift Shop Q","27513.88"
"2024-06-01","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","28713.88"
"2024-06-01","Grocery Store","Debit","-80.00","Groceries","Debit Card","Supermarket A","28633.88"
"2024-06-01","Coffee Shop","Debit","-5.25","Food & Drink","Debit Card","Coffee House B","28628.63"
"2024-06-01","Gas Station","Debit","-38.20","Transportation","Debit Card","Gas Station D","28590.43"
"2024-06-01","Lunch with Colleagues","Debit","-30.00","Food & Drink","Credit Card","Restaurant E","28560.43"
"2024-06-01","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","28460.43"
"2024-06-02","Dinner Out","Debit","-65.00","Food & Drink","Credit Card","Restaurant I","28395.43"
"2024-06-02","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","28205.43"
"2024-06-02","Online Course","Debit","-150.00","Education","Debit Card","Online Platform V","28055.43"
"2024-06-03","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","28455.43"
"2024-06-03","Gas Refill","Debit","-45.30","Transportation","Debit Card","Gas Station D","28410.13"
"2024-06-03","Lunch","Debit","-15.50","Food & Drink","Debit Card","Café M","28394.63"
"2024-06-04","Internet Bill","Debit","-60.00","Bills","Auto Payment","ISP N","28334.63"
"2024-06-04","Gift for Friend","Debit","-35.00","Shopping","Credit Card","Gift Shop Q","28299.63"
"2024-06-04","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","28259.63"
"2024-06-05","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","29459.63"
"2024-06-05","Grocery Shopping","Debit","-80.00","Groceries","Debit Card","Supermarket A","29379.63"
"2024-06-05","Dinner Out","Debit","-50.00","Food & Drink","Credit Card","Restaurant I","29329.63"
"2024-06-06","Concert Tickets","Debit","-120.00","Entertainment","Debit Card","Venue X","29209.63"
"2024-06-06","Pet Grooming","Debit","-50.00","Pets","Debit Card","Groomer Z","29159.63"
"2024-06-06","Coffee Shop","Debit","-4.50","Food & Drink","Debit Card","Coffee House B","29155.13"
"2024-06-06","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","29065.13"
"2024-06-07","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","29465.13"
"2024-06-07","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","29425.13"
"2024-06-07","Home Supplies","Debit","-50.00","Home & Garden","Debit Card","Store S","29375.13"
"2024-06-08","Lunch Meeting","Debit","-25.00","Food & Drink","Debit Card","Café U","29350.13"
"2024-06-08","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","29250.13"
"2024-06-08","Parking Fee","Debit","-20.00","Transportation","Debit Card","Parking Garage P","29230.13"
"2024-06-09","Gas Station","Debit","-40.00","Transportation","Debit Card","Gas Station D","29190.13"
"2024-06-09","Lunch with Friends","Debit","-20.00","Food & Drink","Credit Card","Restaurant E","29170.13"
"2024-06-10","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","30370.13"
"2024-06-10","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","30294.63"
"2024-06-10","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","30249.63"
"2024-06-11","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","30159.63"
"2024-06-11","Online Subscription","Debit","-15.99","Entertainment","Debit Card","Streaming Service Y","30143.64"
"2024-06-11","Pet Supplies","Debit","-30.00","Pets","Debit Card","Pet Store T","30113.64"
"2024-06-12","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","30013.64"
"2024-06-12","Coffee Shop","Debit","-5.00","Food & Drink","Debit Card","Coffee House B","30008.64"
"2024-06-12","Gas Refill","Debit","-35.75","Transportation","Debit Card","Gas Station D","29972.89"
"2024-06-13","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","29947.89"
"2024-06-13","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","30447.89"
"2024-06-13","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","30407.89"
"2024-06-14","Final Expenses","Debit","-15.00","Miscellaneous","Debit Card","Various","30392.89"
"2024-06-14","Grocery Store","Debit","-60.00","Groceries","Debit Card","Supermarket A","30332.89"
"2024-06-15","Book Purchase","Debit","-25.00","Education","Debit Card","Bookstore H","30307.89"
"2024-06-15","Birthday Gift","Debit","-100.00","Shopping","Credit Card","Gift Shop Q","30207.89"
"2024-06-16","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","31407.89"
"2024-06-16","Grocery Store","Debit","-80.00","Groceries","Debit Card","Supermarket A","31327.89"
"2024-06-16","Coffee Shop","Debit","-5.25","Food & Drink","Debit Card","Coffee House B","31322.64"
"2024-06-16","Gas Station","Debit","-38.20","Transportation","Debit Card","Gas Station D","31284.44"
"2024-06-16","Lunch with Colleagues","Debit","-30.00","Food & Drink","Credit Card","Restaurant E","31254.44"
"2024-06-16","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","31154.44"
"2024-06-17","Dinner Out","Debit","-65.00","Food & Drink","Credit Card","Restaurant I","31089.44"
"2024-06-17","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","30999.44"
"2024-06-17","Online Course","Debit","-150.00","Education","Debit Card","Online Platform V","30849.44"
"2024-06-18","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","31249.44"
"2024-06-18","Gas Refill","Debit","-45.30","Transportation","Debit Card","Gas Station D","31104.14"
"2024-06-18","Lunch","Debit","-15.50","Food & Drink","Debit Card","Café M","31088.64"
"2024-06-19","Internet Bill","Debit","-60.00","Bills","Auto Payment","ISP N","31028.64"
"2024-06-19","Gift for Friend","Debit","-35.00","Shopping","Credit Card","Gift Shop Q","30993.64"
"2024-06-19","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","30953.64"
"2024-06-20","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","32153.64"
"2024-06-20","Grocery Shopping","Debit","-80.00","Groceries","Debit Card","Supermarket A","32073.64"
"2024-06-20","Dinner Out","Debit","-50.00","Food & Drink","Credit Card","Restaurant I","32023.64"
"2024-06-21","Concert Tickets","Debit","-120.00","Entertainment","Debit Card","Venue X","31903.64"
"2024-06-21","Pet Grooming","Debit","-50.00","Pets","Debit Card","Groomer Z","31853.64"
"2024-06-21","Coffee Shop","Debit","-4.50","Food & Drink","Debit Card","Coffee House B","31849.14"
"2024-06-21","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","31759.14"
"2024-06-22","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","32159.14"
"2024-06-22","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","32119.14"
"2024-06-22","Home Supplies","Debit","-50.00","Home & Garden","Debit Card","Store S","32069.14"
"2024-06-23","Lunch Meeting","Debit","-25.00","Food & Drink","Debit Card","Café U","32044.14"
"2024-06-23","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","31944.14"
"2024-06-23","Parking Fee","Debit","-20.00","Transportation","Debit Card","Parking Garage P","31924.14"
"2024-06-24","Gas Station","Debit","-40.00","Transportation","Debit Card","Gas Station D","31884.14"
"2024-06-24","Lunch with Friends","Debit","-20.00","Food & Drink","Credit Card","Restaurant E","31864.14"
"2024-06-25","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","33064.14"
"2024-06-25","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","32988.64"
"2024-06-25","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","32943.64"
"2024-06-26","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","32853.64"
"2024-06-26","Online Subscription","Debit","-15.99","Entertainment","Debit Card","Streaming Service Y","32837.65"
"2024-06-26","Pet Supplies","Debit","-30.00","Pets","Debit Card","Pet Store T","32807.65"
"2024-06-27","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","32707.65"
"2024-06-27","Coffee Shop","Debit","-5.00","Food & Drink","Debit Card","Coffee House B","32702.65"
"2024-06-27","Gas Refill","Debit","-35.75","Transportation","Debit Card","Gas Station D","32666.90"
"2024-06-28","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","32641.90"
"2024-06-28","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","33141.90"
"2024-06-28","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","33001.90"
"2024-06-29","Final Expenses","Debit","-15.00","Miscellaneous","Debit Card","Various","32986.90"
"2024-06-29","Grocery Store","Debit","-60.00","Groceries","Debit Card","Supermarket A","32926.90"
"2024-06-30","Book Purchase","Debit","-25.00","Education","Debit Card","Bookstore H","32901.90"
"2024-06-30","Birthday Gift","Debit","-100.00","Shopping","Credit Card","Gift Shop Q","32801.90"
