Date,Description,Transaction Type,Amount,Category,Payment Method,Merchant,Balance
2024-04-06,Medical Co-pay,Debit,-35.00,Medical,Debit Card,City Clinic,343.08
2024-04-06,Pet Supplies,Debit,-42.00,Pets,Credit Card,PetSmart,301.08
2024-04-06,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,296.33
2024-04-07,Transfer from Savings,Credit,500.00,Transfer,Account Transfer,Bank,796.33
2024-04-07,Grocery Shopping,Debit,-118.20,Groceries,Debit Card,Walmart,678.13
2024-04-07,Gasoline,Debit,-38.80,Transportation,Debit Card,Exxon,639.33
2024-04-07,Lunch,Debit,-15.25,Dining Out,Debit Card,Chick-fil-A,624.08
2024-04-08,Phone Bill,Debit,-65.00,Utilities,ACH Transfer,Verizon,559.08
2024-04-08,Clothing Purchase,Debit,-88.00,Shopping,Credit Card,H&M,471.08
2024-04-08,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,466.33
2024-04-09,Online Course,Debit,-199.99,Education,Credit Card,Udemy,266.34
2024-04-09,Lunch,Debit,-15.50,Dining Out,Debit Card,Jimmy John's,250.84
2024-04-09,Streaming Service,Debit,-14.99,Entertainment,Online Payment,Hulu,235.85
2024-04-10,Salary Payment,Credit,2500.00,Income,Direct Deposit,Employer Inc.,2735.85
2024-04-10,Car Insurance,Debit,-150.00,Insurance,ACH Transfer,Geico,2585.85
2024-04-10,Gasoline,Debit,-39.50,Transportation,Debit Card,BP Gas Station,2546.35
2024-04-11,Grocery Shopping,Debit,-124.90,Groceries,Debit Card,Kroger,2421.45
2024-04-11,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2416.70
2024-04-11,Dinner,Debit,-68.00,Dining Out,Credit Card,Red Lobster,2348.70
2024-04-12,Pet Grooming,Debit,-55.00,Pets,Debit Card,Petco,2293.70
2024-04-12,Lunch,Debit,-16.25,Dining Out,Debit Card,Panera Bread,2277.45
2024-04-12,Gasoline,Debit,-37.60,Transportation,Debit Card,Shell Gas Station,2239.85
2024-04-13,Online Shopping,Debit,-90.00,Shopping,Credit Card,Amazon,2149.85
2024-04-13,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2145.10
2024-04-13,Book Purchase,Debit,-20.00,Education,Credit Card,Barnes & Noble,2125.10
2024-04-14,Electric Bill,Debit,-88.00,Utilities,ACH Transfer,Electric Company,2037.10
2024-04-14,Lunch,Debit,-15.75,Dining Out,Debit Card,Chipotle,2021.35
2024-04-14,Movie Rental,Debit,-5.99,Entertainment,Online Payment,Amazon Prime Video,2015.36
2024-04-15,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2010.61
2024-04-15,Grocery Shopping,Debit,-129.50,Groceries,Debit Card,Aldi,1881.11
2024-04-15,Gasoline,Debit,-38.70,Transportation,Debit Card,Exxon,1842.41
2024-04-16,Dinner,Debit,-70.00,Dining Out,Credit Card,Cheesecake Factory,1772.41
2024-04-16,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1767.66
2024-04-16,Pharmacy Purchase,Debit,-29.50,Medical,Debit Card,CVS Pharmacy,1738.16
2024-04-17,Gym Membership,Debit,-45.00,Health,Online Payment,Planet Fitness,1693.16
2024-04-17,Lunch,Debit,-15.00,Dining Out,Debit Card,Subway,1678.16
2024-04-17,Streaming Service,Debit,-9.99,Entertainment,Online Payment,Disney+,1668.17
2024-04-18,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1663.42
2024-04-18,Gasoline,Debit,-37.80,Transportation,Debit Card,Shell Gas Station,1625.62
2024-04-18,Book Purchase,Debit,-21.50,Education,Credit Card,Amazon,1604.12
2024-04-19,Water Bill,Debit,-50.00,Utilities,ACH Transfer,Water Company,1554.12
2024-04-19,Lunch,Debit,-14.50,Dining Out,Debit Card,Panera Bread,1539.62
2024-04-19,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1534.87
2024-04-20,Online Subscription,Debit,-12.99,Entertainment,Online Payment,Apple Music,1521.88
2024-04-20,Grocery Shopping,Debit,-132.00,Groceries,Debit Card,Trader Joe's,1389.88
2024-04-20,Dinner,Debit,-65.00,Dining Out,Credit Card,Applebee's,1324.88
2024-04-21,Gasoline,Debit,-38.00,Transportation,Debit Card,BP Gas Station,1286.88
2024-04-21,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1282.13
2024-04-21,Movie Tickets,Debit,-28.00,Entertainment,Debit Card,Regal Cinemas,1254.13
2024-04-22,Lunch,Debit,-15.25,Dining Out,Debit Card,Five Guys,1238.88
2024-04-22,Clothing Purchase,Debit,-92.00,Shopping,Credit Card,Zara,1146.88
2024-04-22,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1142.13
2024-04-23,Pet Supplies,Debit,-45.00,Pets,Credit Card,PetSmart,1097.13
2024-04-23,Lunch,Debit,-15.00,Dining Out,Debit Card,Jimmy John's,1082.13
2024-04-23,Streaming Service,Debit,-8.99,Entertainment,Online Payment,Peacock,1073.14
2024-04-24,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1068.39
2024-04-24,Gasoline,Debit,-37.90,Transportation,Debit Card,Exxon,1030.49
2024-04-24,Lunch,Debit,-16.25,Dining Out,Debit Card,Chipotle,1014.24
2024-04-25,Salary Payment,Credit,2500.00,Income,Direct Deposit,Employer Inc.,3514.24
2024-04-25,Car Payment,Debit,-300.00,Transportation,ACH Transfer,Auto Finance Co.,3214.24
2024-04-25,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,3209.49
2024-04-26,Grocery Shopping,Debit,-138.70,Groceries,Debit Card,Whole Foods,3070.79
2024-04-26,Lunch,Debit,-15.00,Dining Out,Debit Card,Taco Bell,3055.79
2024-04-26,Clothing Purchase,Debit,-95.00,Shopping,Credit Card,Macy's,2960.79
2024-04-27,Gasoline,Debit,-38.60,Transportation,Debit Card,Shell Gas Station,2922.19
2024-04-27,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2917.44
2024-04-27,Dinner,Debit,-66.00,Dining Out,Credit Card,Chili's,2851.44
2024-04-28,Online Shopping,Debit,-90.00,Shopping,Credit Card,Amazon,2761.44
2024-04-28,Lunch,Debit,-16.00,Dining Out,Debit Card,Panera Bread,2745.44
2024-04-28,Movie Tickets,Debit,-24.00,Entertainment,Debit Card,AMC Theaters,2721.44
2024-04-29,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2716.69
2024-04-29,Pharmacy Purchase,Debit,-31.00,Medical,Debit Card,Walgreens,2685.69
2024-04-29,Lunch,Debit,-14.75,Dining Out,Debit Card,Subway,2670.94
2024-04-30,Gym Membership,Debit,-45.00,Health,Online Payment,Planet Fitness,2625.94
2024-04-30,Gasoline,Debit,-39.10,Transportation,Debit Card,BP Gas Station,2586.84
2024-04-30,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2582.09
2024-04-30,Grocery Shopping,Debit,-136.00,Groceries,Debit Card,Walmart,2446.09
2024-04-30,Lunch,Debit,-15.75,Dining Out,Debit Card,Five Guys,2430.34
2024-04-30,Book Purchase,Debit,-23.00,Education,Credit Card,Amazon,2407.34
2024-04-30,Streaming Service,Debit,-9.99,Entertainment,Online Payment,Netflix,2397.35
2024-04-30,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2392.60
2024-05-01,Starting Balance,Credit,0.00,Opening Balance,Account Transfer,Bank,2392.60
2024-05-01,Rent Payment,Debit,-1500.00,Rent,ACH Transfer,Sunset Apartments,892.60
2024-05-01,Grocery Shopping,Debit,-126.80,Groceries,Debit Card,Whole Foods,765.80
2024-05-01,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,761.05
2024-05-02,Online Subscription,Debit,-12.99,Entertainment,Online Payment,Netflix,748.06
2024-05-02,Electric Bill,Debit,-85.00,Utilities,ACH Transfer,Electric Company,663.06
2024-05-02,Lunch,Debit,-14.50,Dining Out,Debit Card,Subway,648.56
2024-05-03,Gasoline,Debit,-38.50,Transportation,Debit Card,Shell Gas Station,610.06
2024-05-03,Grocery Shopping,Debit,-92.30,Groceries,Debit Card,Trader Joe's,517.76
2024-05-03,Book Purchase,Debit,-22.00,Education,Credit Card,Amazon,495.76
2024-05-04,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,491.01
2024-05-04,Streaming Service,Debit,-9.99,Entertainment,Online Payment,Spotify,481.02
2024-05-04,Lunch,Debit,-13.75,Dining Out,Debit Card,Panera Bread,467.27
2024-05-05,Gym Membership,Debit,-45.00,Health,Online Payment,Planet Fitness,422.27
2024-05-05,Dinner,Debit,-62.00,Dining Out,Credit Card,Olive Garden,360.27
2024-05-05,Movie Tickets,Debit,-25.00,Entertainment,Debit Card,AMC Theaters,335.27
2024-05-06,Medical Co-pay,Debit,-30.00,Medical,Debit Card,City Clinic,305.27
2024-05-06,Pet Supplies,Debit,-43.00,Pets,Credit Card,PetSmart,262.27
2024-05-06,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,257.52
2024-05-07,Transfer from Savings,Credit,500.00,Transfer,Account Transfer,Bank,757.52
2024-05-07,Grocery Shopping,Debit,-116.50,Groceries,Debit Card,Walmart,641.02
2024-05-07,Gasoline,Debit,-39.20,Transportation,Debit Card,Exxon,601.82
2024-05-07,Lunch,Debit,-14.25,Dining Out,Debit Card,Chick-fil-A,587.57
2024-05-08,Phone Bill,Debit,-65.00,Utilities,ACH Transfer,Verizon,522.57
2024-05-08,Clothing Purchase,Debit,-90.00,Shopping,Credit Card,H&M,432.57
2024-05-08,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,427.82
2024-05-09,Online Course,Debit,-199.99,Education,Credit Card,Udemy,227.83
2024-05-09,Lunch,Debit,-15.00,Dining Out,Debit Card,Jimmy John's,212.83
2024-05-09,Streaming Service,Debit,-14.99,Entertainment,Online Payment,Hulu,197.84
2024-05-10,Salary Payment,Credit,2500.00,Income,Direct Deposit,Employer Inc.,2697.84
2024-05-10,Car Insurance,Debit,-150.00,Insurance,ACH Transfer,Geico,2547.84
2024-05-10,Gasoline,Debit,-38.70,Transportation,Debit Card,BP Gas Station,2509.14
2024-05-11,Grocery Shopping,Debit,-122.40,Groceries,Debit Card,Kroger,2386.74
2024-05-11,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2381.99
2024-05-11,Dinner,Debit,-67.00,Dining Out,Credit Card,Red Lobster,2314.99
2024-05-12,Pet Grooming,Debit,-55.00,Pets,Debit Card,Petco,2259.99
2024-05-12,Lunch,Debit,-16.00,Dining Out,Debit Card,Panera Bread,2243.99
2024-05-12,Gasoline,Debit,-37.50,Transportation,Debit Card,Shell Gas Station,2206.49
2024-05-13,Online Shopping,Debit,-88.00,Shopping,Credit Card,Amazon,2118.49
2024-05-13,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2113.74
2024-05-13,Book Purchase,Debit,-20.50,Education,Credit Card,Barnes & Noble,2093.24
2024-05-14,Electric Bill,Debit,-90.00,Utilities,ACH Transfer,Electric Company,2003.24
2024-05-14,Lunch,Debit,-15.75,Dining Out,Debit Card,Chipotle,1987.49
2024-05-14,Movie Rental,Debit,-5.99,Entertainment,Online Payment,Amazon Prime Video,1981.50
2024-05-15,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1976.75
2024-05-15,Grocery Shopping,Debit,-127.50,Groceries,Debit Card,Aldi,1849.25
2024-05-15,Gasoline,Debit,-39.00,Transportation,Debit Card,Exxon,1810.25
2024-05-16,Dinner,Debit,-72.00,Dining Out,Credit Card,Cheesecake Factory,1738.25
2024-05-16,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1733.50
2024-05-16,Pharmacy Purchase,Debit,-30.00,Medical,Debit Card,CVS Pharmacy,1703.50
2024-05-17,Gym Membership,Debit,-45.00,Health,Online Payment,Planet Fitness,1658.50
2024-05-17,Lunch,Debit,-15.25,Dining Out,Debit Card,Subway,1643.25
2024-05-17,Streaming Service,Debit,-9.99,Entertainment,Online Payment,Disney+,1633.26
2024-05-18,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1628.51
2024-05-18,Gasoline,Debit,-37.80,Transportation,Debit Card,Shell Gas Station,1590.71
2024-05-18,Book Purchase,Debit,-21.00,Education,Credit Card,Amazon,1569.71
2024-05-19,Water Bill,Debit,-50.00,Utilities,ACH Transfer,Water Company,1519.71
2024-05-19,Lunch,Debit,-14.75,Dining Out,Debit Card,Panera Bread,1504.96
2024-05-19,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1500.21
2024-05-20,Online Subscription,Debit,-12.99,Entertainment,Online Payment,Apple Music,1487.22
2024-05-20,Grocery Shopping,Debit,-131.00,Groceries,Debit Card,Trader Joe's,1356.22
2024-05-20,Dinner,Debit,-68.00,Dining Out,Credit Card,Applebee's,1288.22
2024-05-21,Gasoline,Debit,-38.10,Transportation,Debit Card,BP Gas Station,1250.12
2024-05-21,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1245.37
2024-05-21,Movie Tickets,Debit,-27.00,Entertainment,Debit Card,Regal Cinemas,1218.37
2024-05-22,Lunch,Debit,-15.50,Dining Out,Debit Card,Five Guys,1202.87
2024-05-22,Clothing Purchase,Debit,-91.00,Shopping,Credit Card,Zara,1111.87
2024-05-22,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1107.12
2024-05-23,Pet Supplies,Debit,-46.00,Pets,Credit Card,PetSmart,1061.12
2024-05-23,Lunch,Debit,-15.00,Dining Out,Debit Card,Jimmy John's,1046.12
2024-05-23,Streaming Service,Debit,-8.99,Entertainment,Online Payment,Peacock,1037.13
2024-05-24,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1032.38
2024-05-24,Gasoline,Debit,-38.00,Transportation,Debit Card,Exxon,994.38
2024-05-24,Lunch,Debit,-16.00,Dining Out,Debit Card,Chipotle,978.38
2024-05-25,Salary Payment,Credit,2500.00,Income,Direct Deposit,Employer Inc.,3478.38
2024-05-25,Car Payment,Debit,-300.00,Transportation,ACH Transfer,Auto Finance Co.,3178.38
2024-05-25,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,3173.63
2024-05-26,Grocery Shopping,Debit,-136.50,Groceries,Debit Card,Whole Foods,3037.13
2024-05-26,Lunch,Debit,-15.50,Dining Out,Debit Card,Taco Bell,3021.63
2024-05-26,Clothing Purchase,Debit,-95.00,Shopping,Credit Card,Macy's,2926.63
2024-05-27,Gasoline,Debit,-39.00,Transportation,Debit Card,Shell Gas Station,2887.63
2024-05-27,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2882.88
2024-05-27,Dinner,Debit,-68.00,Dining Out,Credit Card,Chili's,2814.88
2024-05-28,Online Shopping,Debit,-90.00,Shopping,Credit Card,Amazon,2724.88
2024-05-28,Lunch,Debit,-16.25,Dining Out,Debit Card,Panera Bread,2708.63
2024-05-28,Movie Tickets,Debit,-24.00,Entertainment,Debit Card,AMC Theaters,2684.63
2024-05-29,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2679.88
2024-05-29,Pharmacy Purchase,Debit,-32.00,Medical,Debit Card,Walgreens,2647.88
2024-05-29,Lunch,Debit,-15.00,Dining Out,Debit Card,Subway,2632.88
2024-05-30,Gym Membership,Debit,-45.00,Health,Online Payment,Planet Fitness,2587.88
2024-05-30,Gasoline,Debit,-39.20,Transportation,Debit Card,BP Gas Station,2548.68
2024-05-30,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2543.93
2024-05-31,Grocery Shopping,Debit,-134.00,Groceries,Debit Card,Walmart,2409.93
2024-05-31,Lunch,Debit,-16.00,Dining Out,Debit Card,Five Guys,2393.93
2024-05-31,Book Purchase,Debit,-22.50,Education,Credit Card,Amazon,2371.43
2024-05-31,Streaming Service,Debit,-9.99,Entertainment,Online Payment,Netflix,2361.44
2024-05-31,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2356.69
2024-06-01,Starting Balance,Credit,0.00,Opening Balance,Account Transfer,Bank,2356.69
2024-06-01,Rent Payment,Debit,-1500.00,Rent,ACH Transfer,Sunset Apartments,856.69
2024-06-01,Grocery Shopping,Debit,-130.50,Groceries,Debit Card,Whole Foods,726.19
2024-06-01,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,721.44
2024-06-02,Online Subscription,Debit,-12.99,Entertainment,Online Payment,Netflix,708.45
2024-06-02,Electric Bill,Debit,-85.00,Utilities,ACH Transfer,Electric Company,623.45
2024-06-02,Lunch,Debit,-14.50,Dining Out,Debit Card,Subway,608.95
2024-06-03,Gasoline,Debit,-39.10,Transportation,Debit Card,Shell Gas Station,569.85
2024-06-03,Grocery Shopping,Debit,-94.80,Groceries,Debit Card,Trader Joe's,475.05
2024-06-03,Book Purchase,Debit,-21.50,Education,Credit Card,Amazon,453.55
2024-06-04,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,448.80
2024-06-04,Streaming Service,Debit,-9.99,Entertainment,Online Payment,Spotify,438.81
2024-06-04,Lunch,Debit,-13.75,Dining Out,Debit Card,Panera Bread,425.06
2024-06-05,Gym Membership,Debit,-45.00,Health,Online Payment,Planet Fitness,380.06
2024-06-05,Dinner,Debit,-63.00,Dining Out,Credit Card,Olive Garden,317.06
2024-06-05,Movie Tickets,Debit,-26.00,Entertainment,Debit Card,AMC Theaters,291.06
2024-06-06,Medical Co-pay,Debit,-30.00,Medical,Debit Card,City Clinic,261.06
2024-06-06,Pet Supplies,Debit,-44.00,Pets,Credit Card,PetSmart,217.06
2024-06-06,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,212.31
2024-06-07,Transfer from Savings,Credit,500.00,Transfer,Account Transfer,Bank,712.31
2024-06-07,Grocery Shopping,Debit,-117.30,Groceries,Debit Card,Walmart,595.01
2024-06-07,Gasoline,Debit,-38.90,Transportation,Debit Card,Exxon,556.11
2024-06-07,Lunch,Debit,-14.25,Dining Out,Debit Card,Chick-fil-A,541.86
2024-06-08,Phone Bill,Debit,-65.00,Utilities,ACH Transfer,Verizon,476.86
2024-06-08,Clothing Purchase,Debit,-92.00,Shopping,Credit Card,H&M,384.86
2024-06-08,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,380.11
2024-06-09,Online Course,Debit,-199.99,Education,Credit Card,Udemy,180.12
2024-06-09,Lunch,Debit,-15.25,Dining Out,Debit Card,Jimmy John's,164.87
2024-06-09,Streaming Service,Debit,-14.99,Entertainment,Online Payment,Hulu,149.88
2024-06-10,Salary Payment,Credit,2500.00,Income,Direct Deposit,Employer Inc.,2649.88
2024-06-10,Car Insurance,Debit,-150.00,Insurance,ACH Transfer,Geico,2499.88
2024-06-10,Gasoline,Debit,-39.30,Transportation,Debit Card,BP Gas Station,2460.58
2024-06-11,Grocery Shopping,Debit,-125.50,Groceries,Debit Card,Kroger,2335.08
2024-06-11,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2330.33
2024-06-11,Dinner,Debit,-66.00,Dining Out,Credit Card,Red Lobster,2264.33
2024-06-12,Pet Grooming,Debit,-55.00,Pets,Debit Card,Petco,2209.33
2024-06-12,Lunch,Debit,-16.25,Dining Out,Debit Card,Panera Bread,2193.08
2024-06-12,Gasoline,Debit,-37.70,Transportation,Debit Card,Shell Gas Station,2155.38
2024-06-13,Online Shopping,Debit,-90.00,Shopping,Credit Card,Amazon,2065.38
2024-06-13,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2060.63
2024-06-13,Book Purchase,Debit,-21.00,Education,Credit Card,Barnes & Noble,2039.63
2024-06-14,Electric Bill,Debit,-88.00,Utilities,ACH Transfer,Electric Company,1951.63
2024-06-14,Lunch,Debit,-15.50,Dining Out,Debit Card,Chipotle,1936.13
2024-06-14,Movie Rental,Debit,-5.99,Entertainment,Online Payment,Amazon Prime Video,1930.14
2024-06-15,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1925.39
2024-06-15,Grocery Shopping,Debit,-128.50,Groceries,Debit Card,Aldi,1796.89
2024-06-15,Gasoline,Debit,-39.20,Transportation,Debit Card,Exxon,1757.69
2024-06-16,Dinner,Debit,-70.00,Dining Out,Credit Card,Cheesecake Factory,1687.69
2024-06-16,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1682.94
2024-06-16,Pharmacy Purchase,Debit,-31.00,Medical,Debit Card,CVS Pharmacy,1651.94
2024-06-17,Gym Membership,Debit,-45.00,Health,Online Payment,Planet Fitness,1606.94
2024-06-17,Lunch,Debit,-15.00,Dining Out,Debit Card,Subway,1591.94
2024-06-17,Streaming Service,Debit,-9.99,Entertainment,Online Payment,Disney+,1581.95
2024-06-18,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1577.20
2024-06-18,Gasoline,Debit,-37.90,Transportation,Debit Card,Shell Gas Station,1539.30
2024-06-18,Book Purchase,Debit,-22.50,Education,Credit Card,Amazon,1516.80
2024-06-19,Water Bill,Debit,-50.00,Utilities,ACH Transfer,Water Company,1466.80
2024-06-19,Lunch,Debit,-14.75,Dining Out,Debit Card,Panera Bread,1452.05
2024-06-19,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1447.30
2024-06-20,Online Subscription,Debit,-12.99,Entertainment,Online Payment,Apple Music,1434.31
2024-06-20,Grocery Shopping,Debit,-129.80,Groceries,Debit Card,Trader Joe's,1304.51
2024-06-20,Dinner,Debit,-67.00,Dining Out,Credit Card,Applebee's,1237.51
2024-06-21,Gasoline,Debit,-38.40,Transportation,Debit Card,BP Gas Station,1199.11
2024-06-21,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1194.36
2024-06-21,Movie Tickets,Debit,-27.00,Entertainment,Debit Card,Regal Cinemas,1167.36
2024-06-22,Lunch,Debit,-15.25,Dining Out,Debit Card,Five Guys,1152.11
2024-06-22,Clothing Purchase,Debit,-93.00,Shopping,Credit Card,Zara,1059.11
2024-06-22,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,1054.36
2024-06-23,Pet Supplies,Debit,-45.00,Pets,Credit Card,PetSmart,1009.36
2024-06-23,Lunch,Debit,-15.50,Dining Out,Debit Card,Jimmy John's,993.86
2024-06-23,Streaming Service,Debit,-8.99,Entertainment,Online Payment,Peacock,984.87
2024-06-24,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,980.12
2024-06-24,Gasoline,Debit,-38.00,Transportation,Debit Card,Exxon,942.12
2024-06-24,Lunch,Debit,-16.00,Dining Out,Debit Card,Chipotle,926.12
2024-06-25,Salary Payment,Credit,2500.00,Income,Direct Deposit,Employer Inc.,3426.12
2024-06-25,Car Payment,Debit,-300.00,Transportation,ACH Transfer,Auto Finance Co.,3126.12
2024-06-25,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,3121.37
2024-06-26,Grocery Shopping,Debit,-137.20,Groceries,Debit Card,Whole Foods,2984.17
2024-06-26,Lunch,Debit,-15.00,Dining Out,Debit Card,Taco Bell,2969.17
2024-06-26,Clothing Purchase,Debit,-95.00,Shopping,Credit Card,Macy's,2874.17
2024-06-27,Gasoline,Debit,-39.50,Transportation,Debit Card,Shell Gas Station,2834.67
2024-06-27,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2829.92
2024-06-27,Dinner,Debit,-69.00,Dining Out,Credit Card,Chili's,2760.92
2024-06-28,Online Shopping,Debit,-90.00,Shopping,Credit Card,Amazon,2670.92
2024-06-28,Lunch,Debit,-16.25,Dining Out,Debit Card,Panera Bread,2654.67
2024-06-28,Movie Tickets,Debit,-24.00,Entertainment,Debit Card,AMC Theaters,2630.67
2024-06-29,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2625.92
2024-06-29,Pharmacy Purchase,Debit,-33.00,Medical,Debit Card,Walgreens,2592.92
2024-06-29,Lunch,Debit,-15.75,Dining Out,Debit Card,Subway,2577.17
2024-06-30,Gym Membership,Debit,-45.00,Health,Online Payment,Planet Fitness,2532.17
2024-06-30,Gasoline,Debit,-39.10,Transportation,Debit Card,BP Gas Station,2493.07
2024-06-30,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2488.32
2024-06-30,Grocery Shopping,Debit,-135.50,Groceries,Debit Card,Walmart,2352.82
2024-06-30,Lunch,Debit,-15.75,Dining Out,Debit Card,Five Guys,2337.07
2024-06-30,Book Purchase,Debit,-22.00,Education,Credit Card,Amazon,2315.07
2024-06-30,Streaming Service,Debit,-9.99,Entertainment,Online Payment,Netflix,2305.08
2024-06-30,Coffee Purchase,Debit,-4.75,Dining Out,Debit Card,Starbucks,2300.33
